time,step-size,{controller}.c.acceleration,{controller}.c.steer_angle_vel,{model}.m.steer_angle,{model}.m.velocity,{model}.m.x,{model}.m.y
5.6699999999999235,0.01,0.08707935632939923,-0.009999999999999898,1.5199999999999998,2.826716478963972,-0.569790066467165,0.23943024190278878
5.679999999999923,0.01,0.08664176051801409,-0.009999999999999898,1.5199999999999998,2.827587272527266,-0.5635606771288507,0.2118580219392758
5.689999999999923,0.01,0.08620636373636703,-0.009999999999999898,1.5199999999999998,2.828453690132446,-0.5558186639489365,0.18466268759130625
5.699999999999923,0.01,0.08577315493377702,-0.009999999999999898,1.5199999999999998,2.8293157537698095,-0.5465863303505365,0.15792733563831637
5.709999999999923,0.01,0.08534212311509526,-0.009999999999999898,1.5199999999999998,2.8301734853191474,-0.5358905536153628,0.13173376536841389
5.7199999999999225,0.01,0.08491325734042632,-0.009999999999999898,1.5199999999999998,2.8310269065502984,-0.5237627104194579,0.10616222620637092
5.729999999999922,0.01,0.08448654672485079,-0.009999999999999898,1.5199999999999998,2.831876039123703,-0.5102385884041007,0.0812911695686865
5.739999999999922,0.01,0.08406198043814861,-0.009999999999999898,1.5199999999999998,2.832720904590951,-0.4953582840197027,0.05719700572090046
5.749999999999922,0.01,0.08363954770452442,-0.009999999999999898,1.5199999999999998,2.8335615243953325,-0.47916608692368995,0.03395386639905901
5.759999999999922,0.01,0.08321923780233376,-0.009999999999999898,1.5199999999999998,2.834397919872378,-0.4617103512558047,0.011633373941537434
5.769999999999921,0.01,0.08280104006381106,-0.009999999999999898,1.5199999999999998,2.835230112250401,-0.4430433541558274,-0.009695582340642134
5.779999999999921,0.01,0.08238494387479944,-0.009999999999999898,1.5199999999999998,2.836058122651039,-0.4232211419292797,-0.02996706184725053
5.789999999999921,0.01,0.08197093867448046,-0.009999999999999898,1.5199999999999998,2.836881972089787,-0.4023033643060952,-0.049118279740964166
